full_text,text_clean,Label
Dari debat perdana Capres kemaren  ada momen dimana Capres no 01 dan no 02 terlibat adu argumen yg menegangkan. Nah Capres no 03 yaitu pak Ganjar mampu tampil dg tenang dan meyakinkan meski sekali2 menyerang.  Mantap 🤟  ----- Ganjar Paling Tegas #スーパーマリオ https://t.co/cStSMp8qkQ,dari debat perdana capres kemaren ada momen dimana capres no dan no terlibat adu argumen yg menegangkan nah capres no yaitu pak ganjar mampu tampil dg tenang dan meyakinkan meski sekali menyerang mantap ganjar paling tegas,negatif
bro pointnya kan meminta kejelasan dikarenakan anak beserta bapaknya ybs mendukung capres 02 pada waktu pilpres 2019 kemarin  mengikuti serta tidak setuju hasil pilpres 2019 berarti kan mendukung Prabowo? kocak bener ente logikanya  yang diminta petrusnya ini diusut kocak,bro pointnya kan meminta kejelasan dikarenakan anak beserta bapaknya ybs mendukung capres pada waktu pilpres kemarin mengikuti serta tidak setuju hasil pilpres berarti kan mendukung prabowo kocak bener ente logikanya yang diminta petrusnya ini diusut kocak,negatif
Kesan debat capres Indonesia Anies Baswedan : Sangat siap Prabowo Subianto : Tidak siap Ganjar Pranowo : Natural  01 : nyerang 02 02 : baper  emosian 03 : ketawa dipojokan  😃 #DebatCapres #DebatPilpres #debatcapres2024,kesan debat capres indonesia anies baswedan sangat siap prabowo subianto tidak siap ganjar pranowo natural nyerang baper emosian ketawa dipojokan,negatif
"Hanya Capres 02 Bpk Prabowo Subianto yg mampu &amp; sangat bisa menjaga keutuhan NKRI..   Ini pasti banyak yg ngomel2 kayak emak2 lagi jatuh tempo"" 🤣✌✌  https://t.co/k6h1YHp4dO""",hanya capres bpk prabowo subianto yg mampu amp sangat bisa menjaga keutuhan nkri ini pasti banyak yg ngomel kayak emak lagi jatuh tempo,positif
Ketahuan skidipappap kok sempet2nya menanggapi argumen capres 02,ketahuan skidipappap kok sempetnya menanggapi argumen capres,negatif
Btw juga  saya juga baru sadar.  Pemilu udah dekat  tapi saya belom hafal.  Siapa capres 01  02 atau 03😅  Saking kuciwah  akoh suka pak Ganjar  apalagi calon wakilnya.  Tapi kinapah  diambil sama si merah sih 😪,btw juga saya juga baru sadar pemilu udah dekat tapi saya belom hafal siapa capres atau saking kuciwah akoh suka pak ganjar apalagi calon wakilnya tapi kinapah diambil sama si merah sih,positif
Buzzer Capres no. 1 dan no 3 berkolaborasi menyerang Presiden Jokowi dan Paslon 02 ..,buzzer capres no dan no berkolaborasi menyerang presiden jokowi dan paslon,positif
Baca-baca komen di tiktok buat debat capres semalem  malah pada ngunggulin paslon 02 karena katanya tegas  maklum belio mantan perwira dan 2 lainnya sales 😭😭 Rakyat indo dont deserve good leader emang  goblo banget capee 😭😭,bacabaca komen di tiktok buat debat capres semalem malah pada ngunggulin paslon karena katanya tegas maklum belio mantan perwira dan lainnya sales rakyat indo dont deserve good leader emang goblo banget capee,negatif
jauh sebelum hari debat  emang uda yakin kalo 02 kalah jauh soal skill mengolah kata. karna 01 dan 03 emang GG semua baik capres maupun cawapresnya.,jauh sebelum hari debat emang uda yakin kalo kalah jauh soal skill mengolah kata karna dan emang gg semua baik capres maupun cawapresnya,negatif
@Subur0204 klo capres 02 siapa ???,klo capres siapa,positif
@temanduit @alextham878 Capres 02 jualan nama jokowi..fiks ga punya program🤣,capres jualan nama jokowifiks ga punya program,negatif
Sengaja nggak ngikutin debat capres karena sudah menentukan pilihan dari lama. Tapi ngikutin di Twitter seru juga. Dari sircle saya banyak dukung 01 dan 03. Tapi kok hasil survey 02 dapet suara 40%?,sengaja nggak ngikutin debat capres karena sudah menentukan pilihan dari lama tapi ngikutin di twitter seru juga dari sircle saya banyak dukung dan tapi kok hasil survey dapet suara,positif
@kurawa Lebih fair kalo ada strong point dari Capres 02 dan 03😀,lebih fair kalo ada strong point dari capres dan,positif
@kurawa Iya deh iyaa.. Yg bonyok dipoles dlu.. Survei mana survei  stlh debat pertma  pst capres 02 survei nya melejit jd 80%,iya deh iyaa yg bonyok dipoles dlu survei mana survei stlh debat pertma pst capres survei nya melejit jd,positif
@memelord_666666 Rela ngebadut  sampai debat capres terakhir keknya🤡  dari sini ketahuan yg paling dianggap pesaing berat oleh 02 berarti 01 wkwkw.,rela ngebadut sampai debat capres terakhir keknya dari sini ketahuan yg paling dianggap pesaing berat oleh berarti wkwkw,negatif
@kurawa semakin yakin sama 02  meskipun diprediksi bakal diganyang saat debat capres/cawapres.,semakin yakin sama meskipun diprediksi bakal diganyang saat debat caprescawapres,positif
@prfromaga @pn7l7h partai penguasa skg dikuasai capres 02....ya jelas lah golongan mereka diuntungkan ...,partai penguasa skg dikuasai capres ya jelas lah golongan mereka diuntungkan,positif
@Melihat_Indo Seringnya blunder dari Capres-Cawapres 02 membuat saya merasa ragu terhadap kemampuan mereka dalam memimpin negara. Seharusnya pemimpin harus bisa memberikan kesan profesional dan percaya diri.,seringnya blunder dari caprescawapres membuat saya merasa ragu terhadap kemampuan mereka dalam memimpin negara seharusnya pemimpin harus bisa memberikan kesan profesional dan percaya diri,negatif
@panca66 @msaid_didu Pinter tempo memberikan 'klikbait' biar pendukung 02 dan 03 tertawa riang  sesaat pas lihat kontennya ternyata sebaliknya banyak membahas pecahnya koalisi 02 dan 03 yg setengah hati mendukung calon capres cawapresnya.  😁,pinter tempo memberikan klikbait biar pendukung dan tertawa riang sesaat pas lihat kontennya ternyata sebaliknya banyak membahas pecahnya koalisi dan yg setengah hati mendukung calon capres cawapresnya,negatif
@MrEqualizer2024 @ainunnajib Mungkin Debat Capres edisi berikutnya  giliran 01 akan serang 03. Debat edisi ke 3  keduanya 02 dan 03 diserang semua.  Kuda Hitam mah emang begitu caranya  yang penting serang terus.  Bertahannya? Serahkan ke Cak Imin 😂,mungkin debat capres edisi berikutnya giliran akan serang debat edisi ke keduanya dan diserang semua kuda hitam mah emang begitu caranya yang penting serang terus bertahannya serahkan ke cak imin,negatif
Sepertinya su harus dukung Capres 01 dan 03. Mereka terlalu lemah  perlawanannya tak berarti. Masa dibiarkan 02 menang besar satu putaran sj. 🤔  Walau bisa dipastikan kalah juga  tapi kan lumayan dicatat sejarah pernah lawan raksasa. Kalau menang dukung raksasa itu mah biasa. 😅,sepertinya su harus dukung capres dan mereka terlalu lemah perlawanannya tak berarti masa dibiarkan menang besar satu putaran sj walau bisa dipastikan kalah juga tapi kan lumayan dicatat sejarah pernah lawan raksasa kalau menang dukung raksasa itu mah biasa,positif
@PartaiSocmed Paslon 2 terlalu banyak cacat: 1. Penculik 2. Gagal di Food estate 3. Pemarah 4. Tua  jln tdk normal n mulut miring 5. Pengkhianat pendukung 6. Anak lahir dari pelanggaran konstitus 7. Es doger 72M Asam sulfat 8. Takut debat 9.... https://t.co/ECTFyfIexr,paslon terlalu banyak cacat penculik gagal di food estate pemarah tua jln tdk normal mulut miring pengkhianat pendukung anak lahir dari pelanggaran konstitus es doger asam sulfat takut debat,negatif
Food estate di bawah Prabowo lebih sukses menanam masalah daripada tanaman pangan @lmbggg1 Gemoy Penculik https://t.co/NeQV4xg5MN,food estate di bawah prabowo lebih sukses menanam masalah daripada tanaman pangan gemoy penculik,negatif
Food estate di bawah Prabowo Menteri Pertahanan yang lebih pintar menaklukkan hutan daripada mengatasi masalah pangan @ljwnscl Gemoy Penculik https://t.co/Y8IIba6FAu,food estate di bawah prabowo menteri pertahanan yang lebih pintar menaklukkan hutan daripada mengatasi masalah pangan gemoy penculik,negatif
@mpoklela7 @temanduit @asepsofyanwci @BANGSAygSUJUD @OppungTp @AndreasSolusi @Alie_Fahnoor @mimih6mei @VaniaKiara3002 @icikiwir_08 @PS_presiden2024 @JordanMihaf di daerah “food estate” yg dianggap gagal itu hasil survei Prabowo justru tertinggi  jogetin aja ahh… https://t.co/5tuAPxOMBZ,di daerah food estate yg dianggap gagal itu hasil survei prabowo justru tertinggi jogetin aja ahh,positif
@Gerindra 20 th tidak berkuasa sulit dapat kredit  bisnis macet tp setelah masuk kekuasaan lancar jaya  anggaran terus ditambah  food estate sukses berbuah 😄,th tidak berkuasa sulit dapat kredit bisnis macet tp setelah masuk kekuasaan lancar jaya anggaran terus ditambah food estate sukses berbuah,positif
@Gerindra Apa ini maksudnya food estate itu ya min?,apa ini maksudnya food estate itu ya min,positif
@shan_er96 @dokterkablang @croissantplainn Dapet anggaran bikin food estate berapa puluh triliun juga hangus..,dapet anggaran bikin food estate berapa puluh triliun juga hangus,negatif
@Paltiwest Kayaknya food estate Indonesia bukan di Kalimantan deh. Tapi tersebar di setiap kabupaten di Indonesia yang ada potential. Penggundulan hutan di Kalimantan udah dari zaman Indonesia Merdeka.,kayaknya food estate indonesia bukan di kalimantan deh tapi tersebar di setiap kabupaten di indonesia yang ada potential penggundulan hutan di kalimantan udah dari zaman indonesia merdeka,positif
@neohistoria_id Apakah benar th 98  capres ada yg terlibat  dan kasih link bukti..... Food estate kok ngga dibahas?,apakah benar th capres ada yg terlibat dan kasih link bukti food estate kok ngga dibahas,positif
@hiday15389 @hasyimmah Kelemahannya punya history sebagai penculik dan tempramental. Juga  rekam kerja yg jelek  seperti food estate  anggaran yg melonjak di Kemenhan tapi hasilnya biasa saja.  Kelemahannya lagi  usia yg sudah tua.,kelemahannya punya history sebagai penculik dan tempramental juga rekam kerja yg jelek seperti food estate anggaran yg melonjak di kemenhan tapi hasilnya biasa saja kelemahannya lagi usia yg sudah tua,negatif
@aniesbaswedan Aq td sambil makan singkong lo berharap td kebon singkong d singgung to kok tdk ada yg menyinggung kebon singkong food estate ya... https://t.co/xg9KLFpUpL,aq td sambil makan singkong lo berharap td kebon singkong singgung to kok tdk ada yg menyinggung kebon singkong food estate ya,negatif
100% gak yakin hal itu bisa direalisasikan oleh seorang penculik dan politisi karbitan macam gibran. Food estate aja gagal kok ngimpi ngerjain yg lebih besar 😀,gak yakin hal itu bisa direalisasikan oleh seorang penculik dan politisi karbitan macam gibran food estate aja gagal kok ngimpi ngerjain yg lebih besar,negatif
@VIVAcoid @Uki23 duit dari food estate dikelola untuk makan siang gratis jika menang...jika kalah dipake joget,duit dari food estate dikelola untuk makan siang gratis jika menangjika kalah dipake joget,negatif
Food Estate mengoptimalkan lahan rawa di Pulang Pisau  Kalimantan Tengah ini merupakan program berkelanjutan yang dulu bangun Menteri Pertanian Amran Sulaiman tahun 2018 yaitu Program SERASI (Selamat Rawa Sejahterakan Petani),food estate mengoptimalkan lahan rawa di pulang pisau kalimantan tengah ini merupakan program berkelanjutan yang dulu bangun menteri pertanian amran sulaiman tahun yaitu program serasi selamat rawa sejahterakan petani,positif
@SiswantoBudiut5 @Paltiwest Setuju... faktor terbesar penyebab kegagalan food estate adalah @prabowo   makanya kalau milih prabowo jadi presiden kemungkinannya bukan hanya food estate yang bakalan gagal tapi banyak hal lain dari bangsa ini yang akan gagal....,setuju faktor terbesar penyebab kegagalan food estate adalah makanya kalau milih prabowo jadi presiden kemungkinannya bukan hanya food estate yang bakalan gagal tapi banyak hal lain dari bangsa ini yang akan gagal,negatif
@TeddGus Kalau Food Estate pelaku lapangannya siapa ?,kalau food estate pelaku lapangannya siapa,positif
@NenkMonica Masih heran dgn gaya narasi prabowo. Dia ini capres ato tim sukses jokowi sih? Kok tiap naik panggung klo gak joget ya ngomongin “prestasi” jokowi. Mbok ya sesekali cerita suksesnya food estate yg dia garap😎,masih heran dgn gaya narasi prabowo dia ini capres ato tim sukses jokowi sih kok tiap naik panggung klo gak joget ya ngomongin prestasi jokowi mbok ya sesekali cerita suksesnya food estate yg dia garap,negatif
@bengkeldodo @P4P4B0W0_2024 @kurawa @seeksixsuck @Ndons_Back @99propaganda @Kimberley_2024 @BANGSAygSUJUD @are_inismyname @Bank_Joee_ @PartaiSocmed Food estate mangkrak itu brp Trilyunan,food estate mangkrak itu brp trilyunan,negatif
@alisyarief Yg belum terungkap soal Food Estate  perusahaan apa dan siapa pemiliknya yg terlibat dalam proyek tsb ?,yg belum terungkap soal food estate perusahaan apa dan siapa pemiliknya yg terlibat dalam proyek tsb,positif
@Dahnilanzar Food estate apa salah satu gagasan beliau mas,food estate apa salah satu gagasan beliau mas,positif
@Chaves1305 @prabowo Kerja apa  food estate mangkrak itu brp ratus miliar itu  Prabowo cocok nya jd Mentri aja jd presiden bisa bahaya dia kan pernah bilang Indonesia d thn 2030 akan bubar ingat gak ????,kerja apa food estate mangkrak itu brp ratus miliar itu prabowo cocok nya jd mentri aja jd presiden bisa bahaya dia kan pernah bilang indonesia thn akan bubar ingat gak,negatif
@triharjuni @PartaiSocmed Baru “masuk lingkaran kekuasaan”. Bayangkan jika berkuasa    Akahkan ada food estate jilid 2 &amp; 3?,baru masuk lingkaran kekuasaan bayangkan jika berkuasa akahkan ada food estate jilid amp,negatif
@geloraco Hahahaha jalan tengah  bikin macet food estate,hahahaha jalan tengah bikin macet food estate,negatif
@idrisbue Food estate bukan fitnah bro tapi fakta,food estate bukan fitnah bro tapi fakta,negatif
@bengkeldodo Alhamdulillah dgn gagalnya food estate prabowo akan membantu bkn dlm bentuk singkong,alhamdulillah dgn gagalnya food estate prabowo akan membantu bkn dlm bentuk singkong,negatif
@papa_loren @T_AzimarzukiAli Yg penting langkah nyata menggunduli hutan ribuan hektare untuk food estate. Proyek gilang gemilang membawa berkah (impiannya sih 🤭).,yg penting langkah nyata menggunduli hutan ribuan hektare untuk food estate proyek gilang gemilang membawa berkah impiannya sih,negatif
Baca2 biar pinter dikit ga asal njeplak aja perihal sesuatu yg ga dipahami dg baik.   https://t.co/KVgs3oQ8UJ..,baca biar pinter dikit ga asal njeplak aja perihal sesuatu yg ga dipahami dg baik,negatif
Anda mewakili Negara  semua biaya perjalanan tentu dibayar dengan uang rakyat. Sementara deforestasi terus berlanjut  IKN  Food estate. Apa yang bapak mau sampaikan perihal Lingkungan hidup???,anda mewakili negara semua biaya perjalanan tentu dibayar dengan uang rakyat sementara deforestasi terus berlanjut ikn food estate apa yang bapak mau sampaikan perihal lingkungan hidup,negatif
@Kristantosn1 @muchlis_ar Ternyata tidak tahan food estate....,ternyata tidak tahan food estate,negatif
@Paltiwest Kalo di foto ini peserta konprensi walk out akibat food estate  maka di akhir jabatannya bikin malu Indonesia. Dan di akhir jabatannya bukannya terbang tinggi  tp yg ada malah nyungsep. Sedih,kalo di foto ini peserta konprensi walk out akibat food estate maka di akhir jabatannya bikin malu indonesia dan di akhir jabatannya bukannya terbang tinggi tp yg ada malah nyungsep sedih,negatif
@bengkeldodo Petani food estate msksudya ..bkn petani kmpng 🤣🤣,petani food estate msksudya bkn petani kmpng,negatif
@alwie191 @yusuf_dumdum Satu satunya yang nolak IKN itu PKS. Semua fraksi lainnya mendukung. Apa itu berarti IKN hak milik Jokowi?. Yang jelas Jokowi malah berikan konsesi usaha pengolahan air bersih kepada perusahaan Hasyim dan food estate yang dikelola Kemenhan. Mangkrak tapi didiamkan oleh Jokowi.,satu satunya yang nolak ikn itu pks semua fraksi lainnya mendukung apa itu berarti ikn hak milik jokowi yang jelas jokowi malah berikan konsesi usaha pengolahan air bersih kepada perusahaan hasyim dan food estate yang dikelola kemenhan mangkrak tapi didiamkan oleh jokowi,negatif
@tempodotco Kalau tanpa teori atau kajian nanti akan seperti  KA Cepat Jkt-Padalarang   Food Estate  IKN dll,kalau tanpa teori atau kajian nanti akan seperti ka cepat jktpadalarang food estate ikn dll,negatif
@tempodotco Yang ditebang untuk food estate sudah diganti ?,yang ditebang untuk food estate sudah diganti,positif
@AlmaghribiS @Pribumituan Anaknya bisa tuntaskan masalah food estate @AlmaghribiS   dananya gede juga lho,anaknya bisa tuntaskan masalah food estate dananya gede juga lho,negatif
@Liaa03_ @kikysaputrii @prabowo Gak tau juga  untuk sekarang gw tutup mata untuk no 2 gara2 masalah MK. tpi yg paling membekas di gw sih proyek food estate yg dibahas walhi dan greenpeace berhubung gw ikut gabung.,gak tau juga untuk sekarang gw tutup mata untuk no gara masalah mk tpi yg paling membekas di gw sih proyek food estate yg dibahas walhi dan greenpeace berhubung gw ikut gabung,negatif
@Uki23 Sekolah unggul terintegrasi  nanti bisa bekerja di Food Estate yg tersebar di Kalimantan dan Papua,sekolah unggul terintegrasi nanti bisa bekerja di food estate yg tersebar di kalimantan dan papua,positif
@xquitavee saran gw sih klo mau angkat dia jangan bawa2  proyek food estate yang dikerjain dia. kan jadi masuk gua endingnya,saran gw sih klo mau angkat dia jangan bawa proyek food estate yang dikerjain dia kan jadi masuk gua endingnya,positif
@bengkeldodo Percaya lah berbuat sebanyaknya..... Food estate saja trilyunan... Oh ya sdh panen belum ya singkongmya,percaya lah berbuat sebanyaknya food estate saja trilyunan oh ya sdh panen belum ya singkongmya,negatif
@Paltiwest @PantunJ2P Mereka mau cari kopi sama gorengan di luar. Isi pidatonya Presiden udah hafal. Isinya bagus tapi tidak sesuai prakteknya di lapangan. Terutama soal Food Estate.,mereka mau cari kopi sama gorengan di luar isi pidatonya presiden udah hafal isinya bagus tapi tidak sesuai prakteknya di lapangan terutama soal food estate,negatif
@OposisiCerdas Program buang duit. Daripada buat makan siang yg berakibat warung kecil tutup knp gak buat yg lain? Subsidi pupuk petani kek  Subsidi bibit petani kek  Mencetak petani milenial kek  Ato food estate. Oiya food estate gagal donk,program buang duit daripada buat makan siang yg berakibat warung kecil tutup knp gak buat yg lain subsidi pupuk petani kek subsidi bibit petani kek mencetak petani milenial kek ato food estate oiya food estate gagal donk,negatif
@ajengcute16__ Prabowo itu tidak haus kekuasaan  hanya mencoba nyapres kesekian kali.. 🤭 Prabowo itu pejuang HAM  hanya lupa saat jadi jendral.  Prabowo itu anti Korupsi  tapi Food estate gagal jangan diusut ya... 😁😁 Salah satu sifat IBLIS itu ucapan tidak sesuai kelakuan.. wes gitu wae,prabowo itu tidak haus kekuasaan hanya mencoba nyapres kesekian kali prabowo itu pejuang ham hanya lupa saat jadi jendral prabowo itu anti korupsi tapi food estate gagal jangan diusut ya salah satu sifat iblis itu ucapan tidak sesuai kelakuan wes gitu wae,positif
@geloraco Ya Betul.... Gagasan Food Estate 6 Triliyun Gagal  Uangnya entah kemana sampai saat ini belum ada Kejelasan..! Mohon kpd BPK  KPK &amp; KEJAGUNG untuk melakukan Lidik..!! Guna Mempersempit ruang Gerak Pelaku Korupsi serta selamatkan Uang Negara..,ya betul gagasan food estate triliyun gagal uangnya entah kemana sampai saat ini belum ada kejelasan mohon kpd bpk kpk amp kejagung untuk melakukan lidik guna mempersempit ruang gerak pelaku korupsi serta selamatkan uang negara,negatif
@lysavana1 Lha emamgnya apa yg udah dikerjakan capres nomor 2  kecuali keberhasilan food estate yang luar biasa. Berhasil menguras duit negara buat nambahin pundi pundi kroninya,lha emamgnya apa yg udah dikerjakan capres nomor kecuali keberhasilan food estate yang luar biasa berhasil menguras duit negara buat nambahin pundi pundi kroninya,negatif
@bumnbersatu @ganjarpranowo @aniesbaswedan @prabowo Kuwi analisa macam opo   alutsista tuku bekas food estate gagal total isone cuma tuku tok panik joget2 gabrak meja  Opo maneh Anies iso cuma tata kata  wes Tah lah kang  analisamu ngawur tok..gak Ono sing tepak... istirahat toh kang  menowo sampean sek mimipi awokwokwokwokwokwok,kuwi analisa macam opo alutsista tuku bekas food estate gagal total isone cuma tuku tok panik joget gabrak meja opo maneh anies iso cuma tata kata wes tah lah kang analisamu ngawur tokgak ono sing tepak istirahat toh kang menowo sampean sek mimipi awokwokwokwokwokwok,negatif
Kalo goblok jgn terlalulah med.  Oya blg ke @prabowo junjunganmu itu. Andai food estate bs di wujudkan brp banyak rakyat yg bs menikmati. Tp ngurus begitu sj si wowo tll blo'on,kalo goblok jgn terlalulah med oya blg ke junjunganmu itu andai food estate bs di wujudkan brp banyak rakyat yg bs menikmati tp ngurus begitu sj si wowo tll bloon,positif
@HerryDharmawan Emang Jaklingko  JAKI  taman setiap 1 kilometer  sirkuit formula E  stadion internasional  revitalisasi kota tua  pembuatan jalur khusus sepeda  kualitas MRT (PSN yg pengerjaannya di awasi oleh daerah) di anggep semrawut semua kayaknya  yang enggak cuman food estate  Hehehe,emang jaklingko jaki taman setiap kilometer sirkuit formula stadion internasional revitalisasi kota tua pembuatan jalur khusus sepeda kualitas mrt psn yg pengerjaannya di awasi oleh daerah di anggep semrawut semua kayaknya yang enggak cuman food estate hehehe,positif
@tempodotco Food estate di bawah kepemimpinan Prabowo  tak sekadar makmur  tapi seperti negeri ajaib yang mengalirkan kelimpahan.,food estate di bawah kepemimpinan prabowo tak sekadar makmur tapi seperti negeri ajaib yang mengalirkan kelimpahan,positif
@xquitavee food estate tidak gagal....tapi belum berhasil  sapa tau bisa diubah jd ternak lele dan mujair,food estate tidak gagaltapi belum berhasil sapa tau bisa diubah jd ternak lele dan mujair,positif
"@Dennysiregar7 coba bikin film kompilasi antara tuan tanah rempang  Wadas dan food estate di tanah nusantara""""",coba bikin film kompilasi antara tuan tanah rempang wadas dan food estate di tanah nusantara,negatif
@Melihat_Indo Setuju di food estate Harusnya ada pakar lingkungan  pakar pertanian dan kebutuhan menunjang lainnya. Termasuk melibatkan rakyat untuk menanam singkong secara baik dan benar  karena mereka yang meninggali tanah itu.,setuju di food estate harusnya ada pakar lingkungan pakar pertanian dan kebutuhan menunjang lainnya termasuk melibatkan rakyat untuk menanam singkong secara baik dan benar karena mereka yang meninggali tanah itu,positif
@xquitavee pak @prabowo kuat logistiknya....apa krn keuntungan dari food estate?,pak kuat logistiknyaapa krn keuntungan dari food estate,negatif
@xquitavee @jokowi Sudahlah wujud keseriusan ganjar tetap komit apapun kalau sdh jadi UU ya harus dijalankan ....nyinyir mlulu.... Sana paslon mu suruh ke food estate yg membagongkan itu,sudahlah wujud keseriusan ganjar tetap komit apapun kalau sdh jadi uu ya harus dijalankan nyinyir mlulu sana paslon mu suruh ke food estate yg membagongkan itu,negatif
@CaptainIkaf @KompasTV Pertahanan pangan merosot terjun ke jurang Indonesia krisis pangan sampai impor terus  Food estate mangkrak Mendirikan lapangan kerja ? Bandingkan dgn yg d bawah kalangan bawah  Sumbansih soal kesejahteraan masyarakat ????,pertahanan pangan merosot terjun ke jurang indonesia krisis pangan sampai impor terus food estate mangkrak mendirikan lapangan kerja bandingkan dgn yg bawah kalangan bawah sumbansih soal kesejahteraan masyarakat,negatif
@tvOneNews Oh Indonesia yg kaya raya  miskin nilai kemanusiaan Tak mampu memberi sesuap nasi utk mencegah tragedi Lebih suka memuja fisik rumah ibadah  gedung-gedung megah  pesawat bekas. Food estate yg tidak dipahami orang fakir miskin  atau ribuan jalan toll dari pada memberi makan jelata,oh indonesia yg kaya raya miskin nilai kemanusiaan tak mampu memberi sesuap nasi utk mencegah tragedi lebih suka memuja fisik rumah ibadah gedunggedung megah pesawat bekas food estate yg tidak dipahami orang fakir miskin atau ribuan jalan toll dari pada memberi makan jelata,negatif
@GibranRakabumi Jdi sang putra mahkota ingin  kalau hukum dibawah presiden nilai 5 berarti menkopolhukan jga nilainya 5  kalau gitu gimana dengan nilai menhan ya foodestate jdi bencana  belanja alutista second  anggaran belanja alutista naik dan Menhan blm ada prestasi yg booming selama menjabat,jdi sang putra mahkota ingin kalau hukum dibawah presiden nilai berarti menkopolhukan jga nilainya kalau gitu gimana dengan nilai menhan ya foodestate jdi bencana belanja alutista second anggaran belanja alutista naik dan menhan blm ada prestasi yg booming selama menjabat,negatif
@EffrataRaya @ganjarpranowo Yup harus didengar juga oleh ahlinya tentang pokok masalah yg dihadapi masyarakat.  Jangan seperti food estate yg tidak melibatkan ahli kehutanan dan pertanian itu sendiri serta ahli lingkungan.,yup harus didengar juga oleh ahlinya tentang pokok masalah yg dihadapi masyarakat jangan seperti food estate yg tidak melibatkan ahli kehutanan dan pertanian itu sendiri serta ahli lingkungan,negatif
@Kimberley_2024 Ngaku Pendukung prabowo Gibran tapi gak berani minum asam folat berarti tanda ketololan berjamaah 😅 tebang pohon dan kayunya entah kemana  foodestate rahasia negara 😅,ngaku pendukung prabowo gibran tapi gak berani minum asam folat berarti tanda ketololan berjamaah tebang pohon dan kayunya entah kemana foodestate rahasia negara,negatif
idolaku semua Prabowo-Gibran pemimpin yang dekat dan memikirkan rakyat #GibranMendengar https://t.co/PzCdCOuJL7,idolaku semua prabowogibran pemimpin yang dekat dan memikirkan rakyat,positif
Kok gak diundang sih anak nepo sama @tvOneNews  ?  Jangan gitulah caranya  Gibran jg punya hak untuk tampil di acara ini  katanya idola Milenial &amp; sosok yg mewakili kaum muda  malah gak diundang https://t.co/Zgo5qzWQsd,kok gak diundang sih anak nepo sama jangan gitulah caranya gibran jg punya hak untuk tampil di acara ini katanya idola milenial amp sosok yg mewakili kaum muda malah gak diundang,positif
@dapitnih @vaniepink Gibran masih kalah survey.. surveynya diulang terus,gibran masih kalah survey surveynya diulang terus,negatif
Blimbing Sayur Gibran Rakabuming gak berani datang  takut dirujak dibikin sayur asam sulfat😅🤭🤭 https://t.co/2Q3xze4FvP,blimbing sayur gibran rakabuming gak berani datang takut dirujak dibikin sayur asam sulfat,negatif
Calon lain berdebat tentang cara meraih SUARA Milenial Dan Gen Z di forum kaku. Lalu  merasa lebih ngerti tentang Generasi ini .  GIBRAN BE LIKE ; https://t.co/mz20oroEpT,calon lain berdebat tentang cara meraih suara milenial dan gen di forum kaku lalu merasa lebih ngerti tentang generasi ini gibran be like,positif
Mantap Peningkatan Ekonomi Solo Di Bawah Walikota Gibran  #GibranMendengar https://t.co/AiKqywB7Qn,mantap peningkatan ekonomi solo di bawah walikota gibran,positif
Saya masih ada kemungkinan pilih capres yang mana saja.   Karena bagi saya: - Anies Baswedan - Muhaimin Iskandar - Prabowo Subianto - Gibran Rakabuming Raka - Ganjar Pranowo - Mahfud MD semuanya saya yakini adalah orang baik.  Sehingga ketika kita tak memilih 2 paslon yang lain …,saya masih ada kemungkinan pilih capres yang mana saja karena bagi saya anies baswedan muhaimin iskandar prabowo subianto gibran rakabuming raka ganjar pranowo mahfud md semuanya saya yakini adalah orang baik sehingga ketika kita tak memilih paslon yang lain,positif
Sementara itu..  8000 Pendukung A### di Jakarta beralih dukung Prabowo~Gibran  alasannya lebih sejahtera...  Kalian memang berpikirnya sangat rasional 😃😃✌✌✌  https://t.co/jwTbVUoBiI,sementara itu pendukung di jakarta beralih dukung prabowogibran alasannya lebih sejahtera kalian memang berpikirnya sangat rasional,positif
#GibranMendengar sebagai pemimpin baliau juga mendengarkan keluh kesah masyarakat  @gibran_tweet https://t.co/v2bMfOzapY,sebagai pemimpin baliau juga mendengarkan keluh kesah masyarakat,positif
Prabowo Bandingkan Gibran dengan Jenderal Soedirman  https://t.co/qwn5xlqHLP,prabowo bandingkan gibran dengan jenderal soedirman,positif
Nonton #DebatCapres2023 cuma nungguin Gibran ngomong. Siapa yg sama hayoo😂,nonton cuma nungguin gibran ngomong siapa yg sama hayoo,negatif
@jacobs_beu @nongandah @gibran_tweet Memang punya rasa itu? Lawong etika aja dilanggar.. awowowoookkkkk,memang punya rasa itu lawong etika aja dilanggar awowowoookkkkk,negatif
Keberanian Gibran dalam membawa perubahan dinilai positif oleh masyarakat Surabaya. @Faizulabid14  https://t.co/NGCglyO2Ji,keberanian gibran dalam membawa perubahan dinilai positif oleh masyarakat surabaya,positif
Prabowo-Gibran Unggul Signifikan dari Pesaingnya Berdasarkan Survei Litbang Kompas https://t.co/FhRbicWW0k,prabowogibran unggul signifikan dari pesaingnya berdasarkan survei litbang kompas,positif
Pada Desember 2023 ini survei menemukan pasangan nomor urut 2 Prabowo-Gibran itu tingkat elektabilitasnya atau dukungan masyarakat ada di angka 45 6 persen #PSGibranSemakinDiDepan https://t.co/pAhB8cilWE,pada desember ini survei menemukan pasangan nomor urut prabowogibran itu tingkat elektabilitasnya atau dukungan masyarakat ada di angka persen,positif
