,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,loc1,loc2,loc3
1428,Fri Dec 08 04:25:00 +0000 2023,1732979568318075371,Warga Jabar yakin  Ganjar adalah calon pemimpin yang lebih jujur dan konsisten  bukan seperti Gibran yang terus membuat blunder dan kesalahan. @telordadark  https://t.co/qqwiGckyGH,0,0,0,0,in,1688448292223696897,1732979568318075371,mulydnauf,https://twitter.com/mulydnauf/status/1732979568318075371,,batu,batu,,
1430,Fri Dec 08 03:49:34 +0000 2023,1732970647725449231,Ganjar punya visi jelas  bukan seperti Gibran yang suka bikin blunder. Warga Jabar yakin  Ganjar pemimpin yang akan membawa Indonesia ke level yang lebih tinggi. @popesleciboba  https://t.co/1ojMeu8Cya,0,0,0,0,in,1688469962065850368,1732970647725449231,alanalfard,https://twitter.com/alanalfard/status/1732970647725449231,,malang,malang,,
1431,Fri Dec 08 03:16:40 +0000 2023,1732962370526552202,Dalam masalah kampanye  Ganjar menunjukkan etika dan kecerdasan  sementara Gibran terlalu sering melakukan blunder yang merugikan dirinya sendiri. @jmbtcrspy  https://t.co/hx9JKhvkYv,0,0,0,0,in,1684852428104192000,1732962370526552202,gnwnalwi,https://twitter.com/gnwnalwi/status/1732962370526552202,,batu,batu,,
1432,Fri Dec 08 03:45:51 +0000 2023,1732969712517296408,Warga Jabar pasti memilih Ganjar karena konsistensinya dalam menjalankan tugas dan tanggung jawab  tidak seperti Gibran yang terlalu sering melakukan blunder. @nisawinartha  https://t.co/Q63PDj91jN,0,0,0,0,in,1678349379839868929,1732969712517296408,indritri1156472,https://twitter.com/indritri1156472/status/1732969712517296408,,blitar,blitar,,
1433,Fri Dec 08 04:06:36 +0000 2023,1732974937470914888,Dalam memilih pemimpin  warga Jabar lebih cenderung memilih yang konsisten dan teruji  seperti Ganjar  bukan yang sering melakukan blunder seperti Gibran. @st4rgirrll  https://t.co/RoBwDG0tDS,0,0,0,0,in,1687355027009200128,1732974937470914888,MystiqueIr84864,https://twitter.com/MystiqueIr84864/status/1732974937470914888,,pasuruan,pasuruan,,
1434,Sat Dec 09 05:30:05 +0000 2023,1733358332180885636,Ganjar memang hebat  berbeda dengan Gibran yang blunder terus  bahkan sampai salah menyebut bahan penting untuk ibu hamil  asam folat jadi asam sulfat. @syhrzl_  https://t.co/mHAwyhPZms,0,0,0,0,in,1683378040364208128,1733358332180885636,watisriwti,https://twitter.com/watisriwti/status/1733358332180885636,,pasuruan,pasuruan,,
1435,Fri Dec 08 03:37:02 +0000 2023,1732967497006215385,Ganjar bukan hanya calon pemimpin yang pandai berbicara  tapi juga memiliki track record yang solid dalam menyelesaikan masalah. Sebaliknya  Gibran terlalu fokus pada kontroversi dan membuat blunder. Warga Jabar pasti lebih memilih pemimpin yang memiliki https://t.co/SJuhFYlFSc,0,0,0,0,in,1695395159847161856,1732967497006215385,MiaAgustinnx,https://twitter.com/MiaAgustinnx/status/1732967497006215385,,blitar,blitar,,
1436,Fri Dec 08 03:36:32 +0000 2023,1732967369075777869,Warga Jabar yakin  dengan Ganjar sebagai calon presiden  kita tidak akan dihadapkan pada blunder-blunder yang merugikan seperti yang sering dilakukan oleh Gibran. @Revan_Alrizal  https://t.co/FlsEm9SoMD,0,0,0,0,in,1688754194029928448,1732967369075777869,rizkykrnwn11,https://twitter.com/rizkykrnwn11/status/1732967369075777869,,kediri,kediri,,
1437,Fri Dec 08 04:08:49 +0000 2023,1732975492050087982,Meski ditantang oleh blunder Gibran  Ganjar tetap berdiri teguh sebagai pemimpin yang tidak terpengaruh oleh tekanan eksternal. Keputusan yang matang dan konsisten adalah kunci dukungan kami. @southyeol https://t.co/n29z8pA4fq,0,0,0,0,in,1678415049608577027,1732975492050087982,sitihamdia45295,https://twitter.com/sitihamdia45295/status/1732975492050087982,,probolinggo,probolinggo,,
1438,Fri Dec 08 03:18:46 +0000 2023,1732962898388103365,Ganjar memahami isu-isu yang dihadapi masyarakat  berbeda dengan Gibran yang sering membuat kesalahan dan blunder selama kampanye. @MICHAELHILLARRY  https://t.co/Sbd7eluDNr,0,0,0,0,in,1703334785878568960,1732962898388103365,SaputraIndrwn,https://twitter.com/SaputraIndrwn/status/1732962898388103365,,kediri,kediri,,
1439,Fri Dec 08 03:43:08 +0000 2023,1732969028732526900,Ganjar adalah sosok yang bisa diandalkan  sedangkan Gibran terlalu banyak blunder  warga Jabar pasti memilih yang stabil dan berkualitas  yaitu Ganjar. @rujakkambing  https://t.co/eh1IfKK7lM,0,0,0,0,in,1689929802932011008,1732969028732526900,desiandrean45,https://twitter.com/desiandrean45/status/1732969028732526900,,madiun,madiun,,
1440,Fri Dec 08 03:20:25 +0000 2023,1732963311694832018,Ganjar bisa memimpin dengan bijak  sementara Gibran lebih suka mencari perhatian dengan blunder kampanyenya yang terus-menerus. @morsfatum  https://t.co/Wpz3p93Im7,0,0,0,0,in,1686986805898575872,1732963311694832018,sachiitr,https://twitter.com/sachiitr/status/1732963311694832018,,blitar,blitar,,
1441,Fri Dec 08 03:01:59 +0000 2023,1732958673914523671,Ganjar bicara soal stunting dengan bahasa yang jelas dan tepat. Beda dengan Gibran yang bikin blunder sebut asam folat jadi asam sulfat. Warga Jabar dukung Ganjar yang paham isu kesehatan. @jenowleeu23 #Ganjar2024 https://t.co/Zc4vpofyKC,0,0,0,0,in,1679790741151965184,1732958673914523671,DeniHerwantoo,https://twitter.com/DeniHerwantoo/status/1732958673914523671,,probolinggo,probolinggo,,
1442,Fri Dec 08 03:11:08 +0000 2023,1732960977166258553,Warga Jabar nggak butuh calon presiden yang bikin sensasi  kami butuh pemimpin yang serius seperti Ganjar. Solusi konkret untuk stunting  bukan blunder seperti Gibran. @Jenpstimsum #GanjarPresiden https://t.co/51Ni0T5VnN,0,0,0,0,in,1679393258039033859,1732960977166258553,NurHayaanii,https://twitter.com/NurHayaanii/status/1732960977166258553,,kediri,kediri,,
1443,Wed Dec 06 12:53:29 +0000 2023,1732382756716654733,Blunder Gibran sebut ibu hamil butuh asam sulfat.. ya begini calon yang tidak punya gagasan... sekali ngomong pasti blunder... #PrabowoGibranTakutDebat #bbtvi #ChennaiFloods #paktelur https://t.co/6gSctUFRIJ,0,0,0,0,in,984110618021052416,1732382756716654733,HaleyLuhooo,https://twitter.com/HaleyLuhooo/status/1732382756716654733,https://pbs.twimg.com/ext_tw_video_thumb/1732382729743077376/pu/img/audrlEHH4zLiy1ng.jpg,"malang, jawa timur",malang,jawa timur,
1444,Fri Dec 08 03:04:14 +0000 2023,1732959241168961833,Ganjar tahu masalah stunting  sementara Gibran malah bikin blunder dengan menyebut asam folat asam sulfat. @majorityfortune  https://t.co/SB30fSeLyH,0,0,0,0,in,1689880714152681472,1732959241168961833,ryhanazriiii,https://twitter.com/ryhanazriiii/status/1732959241168961833,,blitar,blitar,,
1445,Fri Dec 08 03:50:28 +0000 2023,1732970874641490193,Warga Jabar yakin  dengan Ganjar sebagai pemimpin  tidak akan ada blunder seperti yang dilakukan oleh Gibran  yang cenderung mencari sensasi tanpa pertimbangan matang. @niveastoberi  https://t.co/dLabuVacVZ,0,0,0,0,in,1681886346867265536,1732970874641490193,syfanovianti_,https://twitter.com/syfanovianti_/status/1732970874641490193,,"probolinggo, indonesia",probolinggo,indonesia,
1446,Fri Dec 08 04:15:39 +0000 2023,1732977212390015416,Ganjar memberikan keyakinan bahwa dia adalah pemimpin yang berkomitmen  terlihat dari aksinya yang jauh dari blunder dan kesalahan seperti yang terus terjadi pada Gibran. @wwwyyhhe  https://t.co/YAQFbfAMyu,0,0,0,0,in,1686205442350051328,1732977212390015416,lopikamika,https://twitter.com/lopikamika/status/1732977212390015416,,probolinggo,probolinggo,,
1447,Fri Dec 08 04:04:20 +0000 2023,1732974363803275458,Dalam suasana kampanye yang penuh tekanan  Ganjar tetap tenang dan fokus pada program-program yang dapat memberikan manfaat riil bagi masyarakat  tidak seperti Gibran yang terus melakukan blunder. @sijutexxx https://t.co/URAdu4A66F,0,0,0,0,in,1681969319159402496,1732974363803275458,kbayu0114,https://twitter.com/kbayu0114/status/1732974363803275458,,kediri,kediri,,
1448,Fri Dec 08 03:51:03 +0000 2023,1732971023568646158,Warga Jabar mengapresiasi kecerdasan Ganjar dalam menyampaikan ide-ide dan solusi  yang jauh lebih baik daripada gaya blunder dan kontroversial yang sering dilakukan oleh Gibran. @pizzichato  https://t.co/l4oNDdogZ9,0,0,0,0,in,1686279637587079168,1732971023568646158,rahman_fathuur,https://twitter.com/rahman_fathuur/status/1732971023568646158,,pasuruan,pasuruan,,
1449,Fri Dec 08 04:06:35 +0000 2023,1732974929858199599,Ganjar terbukti mampu menjalankan tugasnya dengan baik  tidak seperti Gibran yang kerap kali membuat kesalahan dan blunder yang merugikan. @Urcookiesssss  https://t.co/0JBzPdicUr,0,0,0,0,in,1695825957637259264,1732974929858199599,frrialfrz,https://twitter.com/frrialfrz/status/1732974929858199599,,probolinggo,probolinggo,,
1450,Fri Dec 08 03:06:33 +0000 2023,1732959824932229360,Kami percaya Ganjar adalah pemimpin yang tahu benar apa yang diucapkannya. Sebaliknya  blunder Gibran yang menyebut asam folat sebagai asam sulfat menunjukkan kurangnya pemahaman dan kesiapan. @JeJeChykrn https://t.co/Ca6Up79Tdc,0,0,0,0,in,1681924037952561152,1732959824932229360,rosyidabdul11_,https://twitter.com/rosyidabdul11_/status/1732959824932229360,,batu,batu,,
1451,Fri Dec 08 03:04:21 +0000 2023,1732959271728644533,Warga Jabar tahu bedanya  Ganjar fokus pada pembangunan nyata bukan blunder sensasional seperti Gibran yang terus bikin geger. @marckleegf  https://t.co/tAHjqn1udo,0,0,0,0,in,1686267958598017025,1732959271728644533,WibiyantoV,https://twitter.com/WibiyantoV/status/1732959271728644533,,kediri,kediri,,
1452,Fri Dec 08 04:45:43 +0000 2023,1732984777995882901,Ganjar punya rekam jejak yang jelas  berbeda dengan Gibran yang lebih suka mencari popularitas dengan blunder yang terus dilakukannya. @xmdbstr  https://t.co/s27VapPUjd,0,0,0,0,in,1687402159317594112,1732984777995882901,fatulharimunn,https://twitter.com/fatulharimunn/status/1732984777995882901,,kediri,kediri,,
1453,Fri Dec 08 04:18:01 +0000 2023,1732977808237113615,Dukungan warga Jabar untuk Ganjar tidak hanya karena prestasinya  tetapi juga karena kemampuannya berkomunikasi dengan baik  tanpa membuat blunder seperti yang sering dilakukan oleh Gibran. @vousmeevoyezs https://t.co/N0PGrlXskc,0,0,0,0,in,1686101924758839302,1732977808237113615,ardanarr_,https://twitter.com/ardanarr_/status/1732977808237113615,,blitar,blitar,,
1454,Fri Dec 08 04:41:00 +0000 2023,1732983591553085495,Warga Jabar mengapresiasi sikap tegas Ganjar dalam melangkah untuk kemajuan bangsa. Sebaliknya  Gibran terlihat tidak siap dan cenderung membuat blunder berkali-kali. Dalam hal ini  Ganjar adalah pemimpin yang lebih diandalkan. @awokwoekwo https://t.co/uiHjnat1Ut,0,0,0,0,in,1678403004775510016,1732983591553085495,tricia1321275,https://twitter.com/tricia1321275/status/1732983591553085495,,madiun,madiun,,
1455,Fri Dec 08 04:11:23 +0000 2023,1732976140640559206,Warga Jabar tentu lebih memilih Ganjar yang memiliki integritas tinggi ketimbang Gibran yang kerap kali terjebak dalam blunder konyol. @suiryu1234  https://t.co/wguJzIDa7u,0,0,0,0,in,1679800634298753026,1732976140640559206,hhusein_jamil,https://twitter.com/hhusein_jamil/status/1732976140640559206,,"batu, indonesia",batu,indonesia,
1456,Fri Dec 08 03:04:31 +0000 2023,1732959312266600647,Ganjar adalah pemimpin yang santun dan cerdas  tidak seperti Gibran yang terlalu sering membuat blunder dan kecolongan dalam kampanye. @m3lanch0lia_  https://t.co/foBUcZQwC9,0,0,0,0,in,1689119705485942784,1732959312266600647,auliaKreat,https://twitter.com/auliaKreat/status/1732959312266600647,,kediri,kediri,,
1457,Fri Dec 08 03:45:37 +0000 2023,1732969656288469300,Keberanian Ganjar untuk menghadapi tantangan dan memberikan solusi yang tepat menjadi alasan kuat mengapa warga Jabar mendukungnya sebagai calon presiden  berbeda dengan Gibran yang cenderung menghindari diskusi dan membuat blunder. @sangaji_wiguna https://t.co/CsOD7SoisL,0,0,0,0,in,1689857248745734144,1732969656288469300,lunaalmira74576,https://twitter.com/lunaalmira74576/status/1732969656288469300,,pasuruan,pasuruan,,
1458,Fri Dec 08 03:04:21 +0000 2023,1732959271158198387,Dalam 8 hari kampanye  Ganjar membangun kepercayaan dengan aksi-aksi positifnya  berbeda dengan Gibran yang terjebak dalam blunder kontroversialnya. Warga Jabar tentu lebih memilih pemimpin yang konsisten dan kompeten. @kohakusunda https://t.co/xMUxIOjcm1,0,0,0,0,in,1683745921891459072,1732959271158198387,aji_baskaraaa,https://twitter.com/aji_baskaraaa/status/1732959271158198387,,malang,malang,,
1459,Fri Dec 08 03:08:51 +0000 2023,1732960403368575113,Ganjar memberikan keyakinan kepada warga Jabar dengan kinerjanya yang nyata  tidak seperti Gibran yang terus melakukan kesalahan dan blunder. @joycoffle  https://t.co/HYPz7VcxCK,0,0,0,0,in,1681926144193597440,1732960403368575113,AmiyatiLinda,https://twitter.com/AmiyatiLinda/status/1732960403368575113,,blitar,blitar,,
1460,Fri Dec 08 03:07:00 +0000 2023,1732959936345522338,Ganjar membawa harapan dan kecerdasan  sedangkan Gibran lebih terkenal dengan blunder dan kesalahan-kesalahannya. Warga Jabar pasti memilih bijak. @naugtYYgvrl  https://t.co/2vDbedeBe8,0,0,0,0,in,1691009986028306432,1732959936345522338,CiitraaDestiani,https://twitter.com/CiitraaDestiani/status/1732959936345522338,,madiun,madiun,,
1461,Fri Dec 08 04:50:10 +0000 2023,1732985900282573136,Kepemimpinan Ganjar terbukti melalui aksi nyata  sementara Gibran hanya terlihat mencari perhatian dengan blunder-blundernya. Warga Jabar yakin Ganjar adalah pemimpin yang dapat membawa Indonesia ke arah yang lebih baik. @aXxXe24 https://t.co/n29z8pA4fq,0,0,0,0,in,1678415049608577027,1732985900282573136,sitihamdia45295,https://twitter.com/sitihamdia45295/status/1732985900282573136,,probolinggo,probolinggo,,
1462,Sun Dec 10 10:44:24 +0000 2023,1733799822883483804,Prabowo kartu mati ❌ https://t.co/ogM3R0nfPs,5,22,91,270,in,99743594,1733799822883483804,ike_hw71,https://twitter.com/ike_hw71/status/1733799822883483804,https://pbs.twimg.com/media/GA-xveoaoAATrq2.jpg,"malang, jawa timur",malang,jawa timur,
1465,Tue Dec 12 18:18:40 +0000 2023,1734638918937510072,@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Pertanyaan yg sama utk loe.... 🤣🤣😂😂 https://t.co/rz58zrFZH3,0,0,3,66,in,85778378,1734597492195701066,matinyanurani,https://twitter.com/matinyanurani/status/1734638918937510072,https://pbs.twimg.com/media/GBKs53rb0AAw94d.jpg,"malang, jawa timur",malang,jawa timur,
1467,Tue Dec 12 14:22:14 +0000 2023,1734579418167906350,Coba pikirkan lagi apakah prabowo layak menjadi pemimpin bangsa ini? @loversallstd Gemoy Penculik TangkapPRABOWO https://t.co/E5AENhRePP,0,0,0,0,in,1712838280478441472,1734579418167906350,KeissyaaPutrii,https://twitter.com/KeissyaaPutrii/status/1734579418167906350,https://pbs.twimg.com/ext_tw_video_thumb/1734579393388019712/pu/img/epLx8Oha5CJxO-8n.jpg,pasuruan,pasuruan,,
1468,Tue Dec 12 13:19:00 +0000 2023,1734563503372181879,@kikysaputrii Pak prabowo lebih obyektif ketika menjawab masalah  kalau Anies terlalu enteng ngasih solusi  Teori sama praktek jelas beda.,4,16,14,168,in,1266729019,1734561008528883998,Jalanbercahaya,https://twitter.com/Jalanbercahaya/status/1734563503372181879,,malang,malang,,
1469,Thu Dec 07 11:02:10 +0000 2023,1732717130326626720,Pilih Anies  Prabowo apa Ganjar ?  milih yang udah selesai sama masa lalunya,0,6,2,0,in,1238786114573316096,1732717130326626720,pandukurniatama,https://twitter.com/pandukurniatama/status/1732717130326626720,,malang,malang,,
1470,Sat Dec 09 16:27:16 +0000 2023,1733523719807738246,@Leonita_Lestari Jokowi rela merendahkan diri demi menaikkan derajat prabowo  ada yg salah dengan jokowi  tadinya sudah kasih clue mengarah no 3 kok tiba2 berubah ya  sungguh membagongkan  pasti ada sesuatu  prestasi 9 tahun ditutup dengan ending yang nggak jelas.,0,31,3,50,in,738261162,1733474218975907971,herygunarto,https://twitter.com/herygunarto/status/1733523719807738246,,jombang,jombang,,
1471,Tue Dec 12 14:03:41 +0000 2023,1734574749320450403,"Pak Prabowo nembak Pak Anies  di bales rudal sama Pak Anies 🤣  Kekuasaan itu bukan sekedar bisnis""  #AMINTerbaikNomor1 #aminungguldebatcapres""",0,5,34,128,in,1417525464248184832,1734574749320450403,naaooollll,https://twitter.com/naaooollll/status/1734574749320450403,,"kota malang, jawa timur",kota malang,jawa timur,
1472,Wed Dec 06 02:34:14 +0000 2023,1732226915732205942,Amazing saat Pak Prabowo gabung dalam kabinet Pak Jokowi.  Dua sosok luar biasa yang sanggup mengesampingkan ego demi NKRI.  #PrabowoGibranIstimewa,0,1,2,4,in,1286961182016847872,1732226915732205942,Esteht4war,https://twitter.com/Esteht4war/status/1732226915732205942,,malang,malang,,
1474,Tue Dec 12 14:36:24 +0000 2023,1734582983565410639,Wkwk Prabowo di tanya HAM malah kemana mana,0,2,0,0,in,1238786114573316096,1734582983565410639,pandukurniatama,https://twitter.com/pandukurniatama/status/1734582983565410639,,malang,malang,,
1475,Tue Dec 12 14:57:05 +0000 2023,1734588186679185712,@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Pendukung Prabowo malam ini akan banyak yang pindah dukungan ke no 1,0,23,12,331,in,1582680405169549314,1734586052667728254,KomKompos063,https://twitter.com/KomKompos063/status/1734588186679185712,,"jember, jawa timur",jember,jawa timur,
1476,Mon Dec 11 13:05:50 +0000 2023,1734197800592912581,Prabowo  sering ngomong  tapi gak pernah buktiin peduli rakyat! https://t.co/tw2r6Z7JFD,0,0,0,0,in,1712481706362683392,1734197800592912581,nasyasafiraa,https://twitter.com/nasyasafiraa/status/1734197800592912581,https://pbs.twimg.com/ext_tw_video_thumb/1734197786521018368/pu/img/SCP8pNXXT6gYUDJV.jpg,"batu, malang",batu,malang,
1477,Tue Dec 12 13:12:40 +0000 2023,1734561909540876726,@PartaiSocmed Masalah HAM &amp; papua prabowo lebih mengutamakan asumsi daripada solusi dan doi terlihat emosi dengan tanggapan paslon yg lain. Butuh minum asam sulfat?,0,4,3,72,in,868004863,1734558699329380676,yanpanjie,https://twitter.com/yanpanjie/status/1734561909540876726,,"malang, jawa timur",malang,jawa timur,
1478,Tue Dec 12 13:29:15 +0000 2023,1734566082554511427,Wiranto udah jelasin Prabowo terlibat dalam penculikan Kok masih ada yang mau pilih dia? @lucukont Gemoy Penculik TangkapPRABOWO https://t.co/b5CpuyQ965,0,0,0,0,in,1713099255605530624,1734566082554511427,ritaaindahsari,https://twitter.com/ritaaindahsari/status/1734566082554511427,https://pbs.twimg.com/ext_tw_video_thumb/1734566061897609216/pu/img/AJw79U01ZwPeOZaC.jpg,batu,batu,,
1480,Mon Dec 11 12:26:01 +0000 2023,1734187782585938252,Visi misi Prabowo kayak balon  besar di mulut  tapi cepat bocor! https://t.co/6a2LkwUpHV,0,0,0,0,in,1712393339247656960,1734187782585938252,AngkasavS,https://twitter.com/AngkasavS/status/1734187782585938252,https://pbs.twimg.com/ext_tw_video_thumb/1734187769851994112/pu/img/z54W9mYNLkjkaJdA.jpg,probolinggo,probolinggo,,
1481,Sun Dec 10 02:44:33 +0000 2023,1733679061040513409,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) mendampingi calon Presiden Prabowo Subianto pada Sabtu  9/12/2023  di Pasar Raya  Padang  Sumatra Barat.  #Demokrats14P #demokratbersamarakyat #prabowopresiden2024 https://t.co/Mm5oX88DJE,0,0,5,9,in,1557599980826742784,1733679061040513409,DemokratJbr,https://twitter.com/DemokratJbr/status/1733679061040513409,https://pbs.twimg.com/media/GA9D6wCagAAFRru.jpg,"jember, jawa timur",jember,jawa timur,
1482,Mon Dec 11 13:03:01 +0000 2023,1734197091705254188,Prabowo  itu capres atau komedian? Gak ada ide bermanfaat! https://t.co/z1A267Rv1z,0,0,0,0,in,1712418659195666432,1734197091705254188,CandraSultiann,https://twitter.com/CandraSultiann/status/1734197091705254188,https://pbs.twimg.com/ext_tw_video_thumb/1734197077721403392/pu/img/y5He5ZKK5eRGsIci.jpg,kediri,kediri,,
1483,Mon Dec 11 12:37:30 +0000 2023,1734190672285257939,Janji Prabowo hanya semu  petani yang merana buktinya! https://t.co/zRVjVQVtRO,0,0,0,0,in,1712422410769866753,1734190672285257939,JuliantiSetrwtx,https://twitter.com/JuliantiSetrwtx/status/1734190672285257939,https://pbs.twimg.com/ext_tw_video_thumb/1734190656107798528/pu/img/SKMy3gWka7dYmx3O.jpg,madiun,madiun,,
1484,Fri Dec 08 07:29:13 +0000 2023,1733025926458552611,Capres pelanggar HAM? Prabowo! @VeracfPrasetyo  Gemoy Menolak Lupa https://t.co/gMtut3mvhH,0,0,0,0,in,1712788774953086977,1733025926458552611,AnandaDwitamiii,https://twitter.com/AnandaDwitamiii/status/1733025926458552611,https://pbs.twimg.com/ext_tw_video_thumb/1733025904178470912/pu/img/YShczYtkrTsepBpL.jpg,probolinggo,probolinggo,,
1485,Mon Dec 11 12:31:14 +0000 2023,1734189096451641690,Prabowo lebih suka bohong daripada bantu petani  nyata kan? https://t.co/Kq7g5o19Tn,0,0,0,0,in,1712788774953086977,1734189096451641690,AnandaDwitamiii,https://twitter.com/AnandaDwitamiii/status/1734189096451641690,https://pbs.twimg.com/ext_tw_video_thumb/1734189084925739008/pu/img/rAl0UyLeI5vL_CKf.jpg,probolinggo,probolinggo,,
1486,Mon Dec 11 13:03:00 +0000 2023,1734197090199494667,Prabowo  visi misimu kayak bayangan  sulit dicerna rakyat! https://t.co/CMujm7njal,0,0,0,0,in,1712773577320329216,1734197090199494667,MirzaGunawnm,https://twitter.com/MirzaGunawnm/status/1734197090199494667,https://pbs.twimg.com/ext_tw_video_thumb/1734197070498824192/pu/img/JvMi3rgL70EXPLsY.jpg,kediri,kediri,,
1487,Tue Dec 12 14:28:13 +0000 2023,1734580923390370072,Prabowo emang cocoknya jadi diktator  bukan pemimpin negara. @ZaidanKarim2  Gemoy Penculik https://t.co/T3m9UbZ921,0,0,0,0,in,1676110976004030464,1734580923390370072,nurusli70040,https://twitter.com/nurusli70040/status/1734580923390370072,https://pbs.twimg.com/ext_tw_video_thumb/1734580912443342848/pu/img/Ma5ba33PsJVI7FTY.jpg,blitar,blitar,,
1488,Fri Dec 08 17:24:27 +0000 2023,1733175722712408245,Waduh  ini bikin kepala jadi pusing deh. @almydrv  Cek WA praktik korupsi prabowo debat cawapres https://t.co/sQpscZu82n,0,0,0,0,in,1715017123339390977,1733175722712408245,hanaltfhaja,https://twitter.com/hanaltfhaja/status/1733175722712408245,https://pbs.twimg.com/ext_tw_video_thumb/1733175679804719104/pu/img/2WjhTpbQSL4AhbXh.jpg,batu,batu,,
1489,Tue Dec 12 14:20:42 +0000 2023,1734579031625068561,DKP bukti Prabowo terlibat  tapi kok malah dianggap bisa dipercaya sebagai pemimpin negara? @Maaflupaa Gemoy Penculik TangkapPRABOWO https://t.co/2MpscqivJ1,0,0,0,0,in,1712418659195666432,1734579031625068561,CandraSultiann,https://twitter.com/CandraSultiann/status/1734579031625068561,https://pbs.twimg.com/ext_tw_video_thumb/1734579007512055810/pu/img/pSVyz7CnupS9Pd3M.jpg,kediri,kediri,,
1490,Tue Dec 12 14:30:53 +0000 2023,1734581592562258287,Kecewa banget sama Prabowo  gak sesuai sama ekspektasi kita semua. @zaidsc33  Gemoy Penculik https://t.co/7GmkVOajG3,0,0,0,0,in,1676108298163200001,1734581592562258287,SuparminSae,https://twitter.com/SuparminSae/status/1734581592562258287,https://pbs.twimg.com/ext_tw_video_thumb/1734581580952375296/pu/img/0cUzm0k1b-DWsSdK.jpg,batu,batu,,
1491,Tue Dec 12 13:45:13 +0000 2023,1734570099766648857,Hati-hati  ya. Prabowo punya catatan hitam tentang penculikan  gak tau deh bisa dipercaya jadi pemimpin. @zeamays95  Gemoy Penculik https://t.co/FC7GSHm4NO,0,0,0,0,in,1676075369500405761,1734570099766648857,GifariAkbarr,https://twitter.com/GifariAkbarr/status/1734570099766648857,https://pbs.twimg.com/ext_tw_video_thumb/1734570088647503872/pu/img/ZJyLGCCLt5eJt1ZC.jpg,batu,batu,,
1493,Tue Dec 12 13:50:40 +0000 2023,1734571473757700417,Prabowo  no way! Udah sering ada kontroversi  masa kita mau kasih tanggung jawab gede kayak jadi presiden? @zeeokbcr  Gemoy Penculik https://t.co/zrvvTsdJLO,0,0,0,0,in,1676136744016805889,1734571473757700417,rzqifauz,https://twitter.com/rzqifauz/status/1734571473757700417,https://pbs.twimg.com/ext_tw_video_thumb/1734571462613483520/pu/img/zm22p5qj-lUCUfHG.jpg,kediri,kediri,,
1494,Fri Dec 08 07:45:04 +0000 2023,1733029915967279301,Tindakan penculikan dan penyiksaan aktivis. Rakyat mengecam Prabowo! @ariesmudhofir  Gemoy Menolak Lupa https://t.co/4LQ7n06fxY,0,0,0,0,in,1712422410769866753,1733029915967279301,JuliantiSetrwtx,https://twitter.com/JuliantiSetrwtx/status/1733029915967279301,https://pbs.twimg.com/ext_tw_video_thumb/1733029894693765120/pu/img/Chn9p_EuEDRf5riS.jpg,madiun,madiun,,
1495,Thu Dec 07 02:59:56 +0000 2023,1732595772859007114,Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo  https://t.co/VT4tq7CrT5.  menerima kunjungan Panglima TNI Jenderal TNI Agus Subiyanto  S.E.  https://t.co/VT4tq7CrT5.  di Mabes Polri  Jakarta Selatan.  #KawalDenganNetral jalannya Pemilu 2024  Wujudkan Demokrasi Sehat,0,13,9,16,in,877389222516097025,1732595772859007114,humaskedirires,https://twitter.com/humaskedirires/status/1732595772859007114,,"pare, kediri, indonesia",pare,kediri,indonesia
1497,Tue Dec 12 13:58:50 +0000 2023,1734573527423217773,Sebagai pemimpin  Prabowo harusnya bisa lebih santai  jangan terus-terusan emosian. @zeldaleav  Gemoy Penculik https://t.co/qNioDe95ha,0,0,0,0,in,1676084872044236800,1734573527423217773,AmriRizaal,https://twitter.com/AmriRizaal/status/1734573527423217773,https://pbs.twimg.com/ext_tw_video_thumb/1734573516174102528/pu/img/NVmnVb2d__Fst_-F.jpg,malang,malang,,
1498,Sat Dec 09 03:36:34 +0000 2023,1733329766424707334,Capres yg nyulik dan menyiksa? tolak Prabowo! @Tuah_Sultan  Menolak Lupa https://t.co/ihPWmHAvOy,0,0,0,1,in,1713099255605530624,1733329766424707334,ritaaindahsari,https://twitter.com/ritaaindahsari/status/1733329766424707334,https://pbs.twimg.com/ext_tw_video_thumb/1733329754819031040/pu/img/l5XeYVm-LNL7k2eO.jpg,batu,batu,,
1499,Fri Dec 08 07:33:04 +0000 2023,1733026895267295691,Pelanggar HAM tak pantas jadi pemimpin  Prabowo harus ditolak! @GunRomli  Gemoy Menolak Lupa https://t.co/SgRQ3kRJr4,0,0,0,0,in,1712393339247656960,1733026895267295691,AngkasavS,https://twitter.com/AngkasavS/status/1733026895267295691,https://pbs.twimg.com/ext_tw_video_thumb/1733026870080487424/pu/img/Wh1r8bUHcgaJIDF3.jpg,probolinggo,probolinggo,,
