full_text,text_clean,token,stop,stemmed,polarity_score,polarity
Warga Jabar yakin  dengan Ganjar sebagai pemimpin  kita tidak akan dihadapkan pada blunder-blunder yang tidak perlu seperti yang sering dilakukan oleh Gibran. @Sumancay  https://t.co/oheGREDkgo,warga jabar yakin dengan ganjar sebagai pemimpin kita tidak akan dihadapkan pada blunderblunder yang tidak perlu seperti yang sering dilakukan oleh gibran,"['warga', 'jabar', 'yakin', 'dengan', 'ganjar', 'sebagai', 'pemimpin', 'kita', 'tidak', 'akan', 'dihadapkan', 'pada', 'blunderblunder', 'yang', 'tidak', 'perlu', 'seperti', 'yang', 'sering', 'dilakukan', 'oleh', 'gibran']","['warga', 'jabar', 'yakin', 'ganjar', 'pemimpin', 'dihadapkan', 'blunderblunder', 'perlu', 'sering', 'dilakukan', 'gibran']","['warga', 'jabar', 'yakin', 'ganjar', 'pimpin', 'hadap', 'blunderblunder', 'perlu', 'sering', 'laku', 'gibran']",13,positive
Ganjar adalah pemimpin yang menunjukkan dedikasi tinggi untuk kepentingan rakyat  tidak seperti Gibran yang terus membuat kesalahan dan blunder. @mericabknpaper  https://t.co/4A3nXpBgZc,ganjar adalah pemimpin yang menunjukkan dedikasi tinggi untuk kepentingan rakyat tidak seperti gibran yang terus membuat kesalahan dan blunder,"['ganjar', 'adalah', 'pemimpin', 'yang', 'menunjukkan', 'dedikasi', 'tinggi', 'untuk', 'kepentingan', 'rakyat', 'tidak', 'seperti', 'gibran', 'yang', 'terus', 'membuat', 'kesalahan', 'dan', 'blunder']","['ganjar', 'pemimpin', 'menunjukkan', 'dedikasi', 'tinggi', 'kepentingan', 'rakyat', 'gibran', 'terus', 'membuat', 'kesalahan', 'blunder']","['ganjar', 'pimpin', 'tunjuk', 'dedikasi', 'tinggi', 'penting', 'rakyat', 'gibran', 'terus', 'buat', 'salah', 'blunder']",-1,negative
Ganjar bukan hanya sosok pemimpin  tetapi juga pendengar yang baik  tidak seperti Gibran yang terlalu sibuk mencari perhatian dengan blunder-blunder kontroversialnya. @seribu993  https://t.co/O71ZuvWMrO,ganjar bukan hanya sosok pemimpin tetapi juga pendengar yang baik tidak seperti gibran yang terlalu sibuk mencari perhatian dengan blunderblunder kontroversialnya,"['ganjar', 'bukan', 'hanya', 'sosok', 'pemimpin', 'tetapi', 'juga', 'pendengar', 'yang', 'baik', 'tidak', 'seperti', 'gibran', 'yang', 'terlalu', 'sibuk', 'mencari', 'perhatian', 'dengan', 'blunderblunder', 'kontroversialnya']","['ganjar', 'bukan', 'sosok', 'pemimpin', 'pendengar', 'baik', 'gibran', 'terlalu', 'sibuk', 'mencari', 'perhatian', 'blunderblunder', 'kontroversialnya']","['ganjar', 'bukan', 'sosok', 'pimpin', 'dengar', 'baik', 'gibran', 'terlalu', 'sibuk', 'cari', 'perhati', 'blunderblunder', 'kontroversial']",-2,negative
Ganjar punya rekam jejak yang jelas  berbeda dengan Gibran yang lebih suka mencari popularitas dengan blunder yang terus dilakukannya. @xmdbstr  https://t.co/s27VapPUjd,ganjar punya rekam jejak yang jelas berbeda dengan gibran yang lebih suka mencari popularitas dengan blunder yang terus dilakukannya,"['ganjar', 'punya', 'rekam', 'jejak', 'yang', 'jelas', 'berbeda', 'dengan', 'gibran', 'yang', 'lebih', 'suka', 'mencari', 'popularitas', 'dengan', 'blunder', 'yang', 'terus', 'dilakukannya']","['ganjar', 'punya', 'rekam', 'jejak', 'jelas', 'berbeda', 'gibran', 'lebih', 'suka', 'mencari', 'popularitas', 'blunder', 'terus', 'dilakukannya']","['ganjar', 'punya', 'rekam', 'jejak', 'jelas', 'beda', 'gibran', 'lebih', 'suka', 'cari', 'popularitas', 'blunder', 'terus', 'laku']",0,positive
Warga Jabar tahu bahwa Ganjar adalah pemimpin yang konsisten dalam membawa perubahan positif  tidak seperti Gibran yang terus melakukan blunder. @Sugarzl06  https://t.co/z1qMHMIYl5,warga jabar tahu bahwa ganjar adalah pemimpin yang konsisten dalam membawa perubahan positif tidak seperti gibran yang terus melakukan blunder,"['warga', 'jabar', 'tahu', 'bahwa', 'ganjar', 'adalah', 'pemimpin', 'yang', 'konsisten', 'dalam', 'membawa', 'perubahan', 'positif', 'tidak', 'seperti', 'gibran', 'yang', 'terus', 'melakukan', 'blunder']","['warga', 'jabar', 'tahu', 'ganjar', 'pemimpin', 'konsisten', 'membawa', 'perubahan', 'positif', 'gibran', 'terus', 'melakukan', 'blunder']","['warga', 'jabar', 'tahu', 'ganjar', 'pimpin', 'konsisten', 'bawa', 'ubah', 'positif', 'gibran', 'terus', 'laku', 'blunder']",7,positive
Ganjar memberikan keyakinan bahwa dia adalah pemimpin yang berkomitmen  terlihat dari aksinya yang jauh dari blunder dan kesalahan seperti yang terus terjadi pada Gibran. @wwwyyhhe  https://t.co/YAQFbfAMyu,ganjar memberikan keyakinan bahwa dia adalah pemimpin yang berkomitmen terlihat dari aksinya yang jauh dari blunder dan kesalahan seperti yang terus terjadi pada gibran,"['ganjar', 'memberikan', 'keyakinan', 'bahwa', 'dia', 'adalah', 'pemimpin', 'yang', 'berkomitmen', 'terlihat', 'dari', 'aksinya', 'yang', 'jauh', 'dari', 'blunder', 'dan', 'kesalahan', 'seperti', 'yang', 'terus', 'terjadi', 'pada', 'gibran']","['ganjar', 'memberikan', 'keyakinan', 'pemimpin', 'berkomitmen', 'terlihat', 'aksinya', 'jauh', 'blunder', 'kesalahan', 'terus', 'terjadi', 'gibran']","['ganjar', 'beri', 'yakin', 'pimpin', 'komitmen', 'lihat', 'aksi', 'jauh', 'blunder', 'salah', 'terus', 'jadi', 'gibran']",1,positive
Blunder Gibran sebut ibu hamil butuh asam sulfat.. ya begini calon yang tidak punya gagasan... sekali ngomong pasti blunder... #PrabowoGibranTakutDebat #bbtvi #ChennaiFloods #paktelur https://t.co/6gSctUFRIJ,blunder gibran sebut ibu hamil butuh asam sulfat ya begini calon yang tidak punya gagasan sekali ngomong pasti blunder,"['blunder', 'gibran', 'sebut', 'ibu', 'hamil', 'butuh', 'asam', 'sulfat', 'ya', 'begini', 'calon', 'yang', 'tidak', 'punya', 'gagasan', 'sekali', 'ngomong', 'pasti', 'blunder']","['blunder', 'gibran', 'sebut', 'ibu', 'hamil', 'butuh', 'asam', 'sulfat', 'begini', 'calon', 'punya', 'gagasan', 'sekali', 'ngomong', 'blunder']","['blunder', 'gibran', 'sebut', 'ibu', 'hamil', 'butuh', 'asam', 'sulfat', 'begini', 'calon', 'punya', 'gagas', 'sekali', 'ngomong', 'blunder']",-11,negative
Kepemimpinan Ganjar terbukti melalui aksi nyata  sementara Gibran hanya terlihat mencari perhatian dengan blunder-blundernya. Warga Jabar yakin Ganjar adalah pemimpin yang dapat membawa Indonesia ke arah yang lebih baik. @aXxXe24 https://t.co/n29z8pA4fq,kepemimpinan ganjar terbukti melalui aksi nyata sementara gibran hanya terlihat mencari perhatian dengan blunderblundernya warga jabar yakin ganjar adalah pemimpin yang dapat membawa indonesia ke arah yang lebih baik,"['kepemimpinan', 'ganjar', 'terbukti', 'melalui', 'aksi', 'nyata', 'sementara', 'gibran', 'hanya', 'terlihat', 'mencari', 'perhatian', 'dengan', 'blunderblundernya', 'warga', 'jabar', 'yakin', 'ganjar', 'adalah', 'pemimpin', 'yang', 'dapat', 'membawa', 'indonesia', 'ke', 'arah', 'yang', 'lebih', 'baik']","['kepemimpinan', 'ganjar', 'terbukti', 'melalui', 'aksi', 'nyata', 'gibran', 'terlihat', 'mencari', 'perhatian', 'blunderblundernya', 'warga', 'jabar', 'yakin', 'ganjar', 'pemimpin', 'membawa', 'indonesia', 'arah', 'lebih', 'baik']","['pimpin', 'ganjar', 'bukti', 'lalu', 'aksi', 'nyata', 'gibran', 'lihat', 'cari', 'perhati', 'blunderblundernya', 'warga', 'jabar', 'yakin', 'ganjar', 'pimpin', 'bawa', 'indonesia', 'arah', 'lebih', 'baik']",12,positive
@xquitavee @gibran_tweet Ada yg blunder mslh asam sulfat juga? 🤔,ada yg blunder mslh asam sulfat juga,"['ada', 'yg', 'blunder', 'mslh', 'asam', 'sulfat', 'juga']","['yg', 'blunder', 'mslh', 'asam', 'sulfat']","['yg', 'blunder', 'mslh', 'asam', 'sulfat']",-2,negative
Warga Jabar yakin  dengan Ganjar sebagai pemimpin  kita tidak akan terjebak dalam blunder seperti yang dilakukan oleh Gibran. @sulaemanmy  https://t.co/nypYRMt0SL,warga jabar yakin dengan ganjar sebagai pemimpin kita tidak akan terjebak dalam blunder seperti yang dilakukan oleh gibran,"['warga', 'jabar', 'yakin', 'dengan', 'ganjar', 'sebagai', 'pemimpin', 'kita', 'tidak', 'akan', 'terjebak', 'dalam', 'blunder', 'seperti', 'yang', 'dilakukan', 'oleh', 'gibran']","['warga', 'jabar', 'yakin', 'ganjar', 'pemimpin', 'terjebak', 'blunder', 'dilakukan', 'gibran']","['warga', 'jabar', 'yakin', 'ganjar', 'pimpin', 'jebak', 'blunder', 'laku', 'gibran']",8,positive
Ganjar memberikan kesan yang lebih tenang dan rasional dalam setiap kesempatan  tidak seperti Gibran yang terlalu sering terprovokasi dan membuat blunder. Warga Jabar membutuhkan pemimpin yang bisa menjaga kestabilan. @lucaswon9 https://t.co/6zMPQdm1jh,ganjar memberikan kesan yang lebih tenang dan rasional dalam setiap kesempatan tidak seperti gibran yang terlalu sering terprovokasi dan membuat blunder warga jabar membutuhkan pemimpin yang bisa menjaga kestabilan,"['ganjar', 'memberikan', 'kesan', 'yang', 'lebih', 'tenang', 'dan', 'rasional', 'dalam', 'setiap', 'kesempatan', 'tidak', 'seperti', 'gibran', 'yang', 'terlalu', 'sering', 'terprovokasi', 'dan', 'membuat', 'blunder', 'warga', 'jabar', 'membutuhkan', 'pemimpin', 'yang', 'bisa', 'menjaga', 'kestabilan']","['ganjar', 'memberikan', 'kesan', 'lebih', 'tenang', 'rasional', 'kesempatan', 'gibran', 'terlalu', 'sering', 'terprovokasi', 'membuat', 'blunder', 'warga', 'jabar', 'membutuhkan', 'pemimpin', 'menjaga', 'kestabilan']","['ganjar', 'beri', 'kesan', 'lebih', 'tenang', 'rasional', 'sempat', 'gibran', 'terlalu', 'sering', 'provokasi', 'buat', 'blunder', 'warga', 'jabar', 'butuh', 'pimpin', 'jaga', 'stabil']",9,positive
Ganjar bisa memimpin dengan bijak  sementara Gibran lebih suka mencari perhatian dengan blunder kampanyenya yang terus-menerus. @morsfatum  https://t.co/Wpz3p93Im7,ganjar bisa memimpin dengan bijak sementara gibran lebih suka mencari perhatian dengan blunder kampanyenya yang terusmenerus,"['ganjar', 'bisa', 'memimpin', 'dengan', 'bijak', 'sementara', 'gibran', 'lebih', 'suka', 'mencari', 'perhatian', 'dengan', 'blunder', 'kampanyenya', 'yang', 'terusmenerus']","['ganjar', 'memimpin', 'bijak', 'gibran', 'lebih', 'suka', 'mencari', 'perhatian', 'blunder', 'kampanyenya', 'terusmenerus']","['ganjar', 'pimpin', 'bijak', 'gibran', 'lebih', 'suka', 'cari', 'perhati', 'blunder', 'kampanye', 'terusmenerus']",4,positive
@aan_muba Blunder maneh Bran.... Gibran 🤣🤣🤣,blunder maneh bran gibran,"['blunder', 'maneh', 'bran', 'gibran']","['blunder', 'maneh', 'bran', 'gibran']","['blunder', 'maneh', 'bran', 'gibran']",-3,negative
Ganjar memahami isu-isu yang dihadapi masyarakat  berbeda dengan Gibran yang sering membuat kesalahan dan blunder selama kampanye. @MICHAELHILLARRY  https://t.co/Sbd7eluDNr,ganjar memahami isuisu yang dihadapi masyarakat berbeda dengan gibran yang sering membuat kesalahan dan blunder selama kampanye,"['ganjar', 'memahami', 'isuisu', 'yang', 'dihadapi', 'masyarakat', 'berbeda', 'dengan', 'gibran', 'yang', 'sering', 'membuat', 'kesalahan', 'dan', 'blunder', 'selama', 'kampanye']","['ganjar', 'memahami', 'isuisu', 'dihadapi', 'masyarakat', 'berbeda', 'gibran', 'sering', 'membuat', 'kesalahan', 'blunder', 'selama', 'kampanye']","['ganjar', 'paham', 'isuisu', 'hadap', 'masyarakat', 'beda', 'gibran', 'sering', 'buat', 'salah', 'blunder', 'lama', 'kampanye']",-1,negative
@narkosun Gibran: “Daripada gue blunder  njir”,gibran daripada gue blunder njir,"['gibran', 'daripada', 'gue', 'blunder', 'njir']","['gibran', 'gue', 'blunder', 'njir']","['gibran', 'gue', 'blunder', 'njir']",-3,negative
@HisyamMochtar @ustadtengkuzul Di solo  pks juga jangan dukung gibran..kwatir blunder,di solo pks juga jangan dukung gibrankwatir blunder,"['di', 'solo', 'pks', 'juga', 'jangan', 'dukung', 'gibrankwatir', 'blunder']","['solo', 'pks', 'jangan', 'dukung', 'gibrankwatir', 'blunder']","['solo', 'pks', 'jangan', 'dukung', 'gibrankwatir', 'blunder']",3,positive
@Melihat_Indo makin kesini makin blunder deh Gibran,makin kesini makin blunder deh gibran,"['makin', 'kesini', 'makin', 'blunder', 'deh', 'gibran']","['makin', 'kesini', 'makin', 'blunder', 'deh', 'gibran']","['makin', 'kesini', 'makin', 'blunder', 'deh', 'gibran']",4,positive
Udah kayak minum obat 1x4. Gibran sekali kampanye 4 blunder  Cleopatra Asam Sulfat Ade Armando KOPI GRATIS Belimbing https://t.co/sQ5B2IGYFW,udah kayak minum obat gibran sekali kampanye blunder cleopatra asam sulfat ade armando kopi gratis belimbing,"['udah', 'kayak', 'minum', 'obat', 'gibran', 'sekali', 'kampanye', 'blunder', 'cleopatra', 'asam', 'sulfat', 'ade', 'armando', 'kopi', 'gratis', 'belimbing']","['udah', 'kayak', 'minum', 'obat', 'gibran', 'sekali', 'kampanye', 'blunder', 'cleopatra', 'asam', 'sulfat', 'ade', 'armando', 'kopi', 'gratis', 'belimbing']","['udah', 'kayak', 'minum', 'obat', 'gibran', 'sekali', 'kampanye', 'blunder', 'cleopatra', 'asam', 'sulfat', 'ade', 'armando', 'kopi', 'gratis', 'belimbing']",-5,negative
"Salah benar &amp; kalah menang urusan belakangan Target picik"" mereka adalah membungkam aiman untuk sementara waktu &amp; menyibukkannya dg ""dagelan hukum"" sampai pilpres selesai.  Ini bisa jadi blunder besar bagi rezim Jokowi pendukung Prabowo Gibran""",salah benar amp kalah menang urusan belakangan target picik mereka adalah membungkam aiman untuk sementara waktu amp menyibukkannya dg dagelan hukum sampai pilpres selesai ini bisa jadi blunder besar bagi rezim jokowi pendukung prabowo gibran,"['salah', 'benar', 'amp', 'kalah', 'menang', 'urusan', 'belakangan', 'target', 'picik', 'mereka', 'adalah', 'membungkam', 'aiman', 'untuk', 'sementara', 'waktu', 'amp', 'menyibukkannya', 'dg', 'dagelan', 'hukum', 'sampai', 'pilpres', 'selesai', 'ini', 'bisa', 'jadi', 'blunder', 'besar', 'bagi', 'rezim', 'jokowi', 'pendukung', 'prabowo', 'gibran']","['salah', 'benar', 'amp', 'kalah', 'menang', 'urusan', 'belakangan', 'target', 'picik', 'membungkam', 'aiman', 'waktu', 'amp', 'menyibukkannya', 'dg', 'dagelan', 'hukum', 'pilpres', 'selesai', 'jadi', 'blunder', 'besar', 'rezim', 'jokowi', 'pendukung', 'prabowo', 'gibran']","['salah', 'benar', 'amp', 'kalah', 'menang', 'urus', 'belakang', 'target', 'picik', 'bungkam', 'aiman', 'waktu', 'amp', 'sibuk', 'dg', 'dagel', 'hukum', 'pilpres', 'selesai', 'jadi', 'blunder', 'besar', 'rezim', 'jokowi', 'dukung', 'prabowo', 'gibran']",-7,negative
@drReUtari08 @gibran_tweet @prabowo 6. Sering blunder 7. Pongah (pak Prabowo  saya sdh disini) 8. Menabrak aturan  seperti: menyogok makanan  Baliho diistimewakan 9. Tdk bisa debat  aturan mau dirubah cukup visi-misi  Rakyat tidak suka semua itu  apalagi milenial  tentu idealismenya tinggi. Begitulah adanya.,sering blunder pongah pak prabowo saya sdh disini menabrak aturan seperti menyogok makanan baliho diistimewakan tdk bisa debat aturan mau dirubah cukup visimisi rakyat tidak suka semua itu apalagi milenial tentu idealismenya tinggi begitulah adanya,"['sering', 'blunder', 'pongah', 'pak', 'prabowo', 'saya', 'sdh', 'disini', 'menabrak', 'aturan', 'seperti', 'menyogok', 'makanan', 'baliho', 'diistimewakan', 'tdk', 'bisa', 'debat', 'aturan', 'mau', 'dirubah', 'cukup', 'visimisi', 'rakyat', 'tidak', 'suka', 'semua', 'itu', 'apalagi', 'milenial', 'tentu', 'idealismenya', 'tinggi', 'begitulah', 'adanya']","['sering', 'blunder', 'pongah', 'pak', 'prabowo', 'sdh', 'disini', 'menabrak', 'aturan', 'menyogok', 'makanan', 'baliho', 'diistimewakan', 'tdk', 'debat', 'aturan', 'mau', 'dirubah', 'cukup', 'visimisi', 'rakyat', 'suka', 'semua', 'milenial', 'idealismenya', 'tinggi', 'begitulah', 'adanya']","['sering', 'blunder', 'pongah', 'pak', 'prabowo', 'sdh', 'sini', 'tabrak', 'atur', 'sogok', 'makan', 'baliho', 'istimewa', 'tdk', 'debat', 'atur', 'mau', 'rubah', 'cukup', 'visimisi', 'rakyat', 'suka', 'semua', 'milenial', 'idealisme', 'tinggi', 'begitu', 'ada']",-6,negative
@tempodotco Mungkin kalo saya jadi gibran  bakal ngelakuin hal yv sama  🤣  Buat menghindari banyak blunder  dan ketidak mampuan menjelaskan.  Ntar jadi rame lagi kayak asam sulfat 🤣,mungkin kalo saya jadi gibran bakal ngelakuin hal yv sama buat menghindari banyak blunder dan ketidak mampuan menjelaskan ntar jadi rame lagi kayak asam sulfat,"['mungkin', 'kalo', 'saya', 'jadi', 'gibran', 'bakal', 'ngelakuin', 'hal', 'yv', 'sama', 'buat', 'menghindari', 'banyak', 'blunder', 'dan', 'ketidak', 'mampuan', 'menjelaskan', 'ntar', 'jadi', 'rame', 'lagi', 'kayak', 'asam', 'sulfat']","['mungkin', 'kalo', 'jadi', 'gibran', 'bakal', 'ngelakuin', 'yv', 'sama', 'buat', 'menghindari', 'banyak', 'blunder', 'ketidak', 'mampuan', 'menjelaskan', 'ntar', 'jadi', 'rame', 'kayak', 'asam', 'sulfat']","['mungkin', 'kalo', 'jadi', 'gibran', 'bakal', 'ngelakuin', 'yv', 'sama', 'buat', 'hindar', 'banyak', 'blunder', 'tidak', 'mampu', 'jelas', 'ntar', 'jadi', 'rame', 'kayak', 'asam', 'sulfat']",-13,negative
@herupurnom0 @gibran_tweet @cakimiNOW @aniesbaswedan Cara membaca hasil survei nya anda salah.  Persentase SUKA itu dari yang menjawab TAHU.  Di kasus prof MMD dari 64%an yg tahu beliau  sebanyak 75%an Suka.,cara membaca hasil survei nya anda salah persentase suka itu dari yang menjawab tahu di kasus prof mmd dari an yg tahu beliau sebanyak an suka,"['cara', 'membaca', 'hasil', 'survei', 'nya', 'anda', 'salah', 'persentase', 'suka', 'itu', 'dari', 'yang', 'menjawab', 'tahu', 'di', 'kasus', 'prof', 'mmd', 'dari', 'an', 'yg', 'tahu', 'beliau', 'sebanyak', 'an', 'suka']","['cara', 'membaca', 'hasil', 'survei', 'nya', 'salah', 'persentase', 'suka', 'menjawab', 'tahu', 'kasus', 'prof', 'mmd', 'an', 'yg', 'tahu', 'beliau', 'sebanyak', 'an', 'suka']","['cara', 'baca', 'hasil', 'survei', 'nya', 'salah', 'persentase', 'suka', 'jawab', 'tahu', 'kasus', 'prof', 'mmd', 'an', 'yg', 'tahu', 'beliau', 'banyak', 'an', 'suka']",3,positive
#debatcapres02 capres02 memang bagus memuji lawan debat tapi ga perlu lama  jangan buang waktu buat orang lain..  perlu tambahan program kelompok marginal (yg minoritas  tersisihkan  dan difabel)..,capres memang bagus memuji lawan debat tapi ga perlu lama jangan buang waktu buat orang lain perlu tambahan program kelompok marginal yg minoritas tersisihkan dan difabel,"['capres', 'memang', 'bagus', 'memuji', 'lawan', 'debat', 'tapi', 'ga', 'perlu', 'lama', 'jangan', 'buang', 'waktu', 'buat', 'orang', 'lain', 'perlu', 'tambahan', 'program', 'kelompok', 'marginal', 'yg', 'minoritas', 'tersisihkan', 'dan', 'difabel']","['capres', 'memang', 'bagus', 'memuji', 'lawan', 'debat', 'ga', 'perlu', 'lama', 'jangan', 'buang', 'waktu', 'buat', 'orang', 'perlu', 'tambahan', 'program', 'kelompok', 'marginal', 'yg', 'minoritas', 'tersisihkan', 'difabel']","['capres', 'memang', 'bagus', 'puji', 'lawan', 'debat', 'ga', 'perlu', 'lama', 'jangan', 'buang', 'waktu', 'buat', 'orang', 'perlu', 'tambah', 'program', 'kelompok', 'marginal', 'yg', 'minoritas', 'sisih', 'difabel']",-5,negative
Yang GAK YAKIN adalah mereka yang usia muda. Gencarkan issue HAM dalam sebulan saja. Nyungsep tuch Prabowo.,yang gak yakin adalah mereka yang usia muda gencarkan issue ham dalam sebulan saja nyungsep tuch prabowo,"['yang', 'gak', 'yakin', 'adalah', 'mereka', 'yang', 'usia', 'muda', 'gencarkan', 'issue', 'ham', 'dalam', 'sebulan', 'saja', 'nyungsep', 'tuch', 'prabowo']","['gak', 'yakin', 'usia', 'muda', 'gencarkan', 'issue', 'ham', 'sebulan', 'nyungsep', 'tuch', 'prabowo']","['gak', 'yakin', 'usia', 'muda', 'gencar', 'issue', 'ham', 'bulan', 'nyungsep', 'tuch', 'prabowo']",0,positive
Setuju dengan Pak Wiranto si aku  udah ga heran dengan pihak2 yang terus memunculkan dugaan pelanggaran HAM oleh Prabowo cuma muncul menjelang pilpres aja. https://t.co/SJKlkG3oIo,setuju dengan pak wiranto si aku udah ga heran dengan pihak yang terus memunculkan dugaan pelanggaran ham oleh prabowo cuma muncul menjelang pilpres aja,"['setuju', 'dengan', 'pak', 'wiranto', 'si', 'aku', 'udah', 'ga', 'heran', 'dengan', 'pihak', 'yang', 'terus', 'memunculkan', 'dugaan', 'pelanggaran', 'ham', 'oleh', 'prabowo', 'cuma', 'muncul', 'menjelang', 'pilpres', 'aja']","['setuju', 'pak', 'wiranto', 'si', 'aku', 'udah', 'ga', 'heran', 'pihak', 'terus', 'memunculkan', 'dugaan', 'pelanggaran', 'ham', 'prabowo', 'cuma', 'muncul', 'menjelang', 'pilpres', 'aja']","['tuju', 'pak', 'wiranto', 'si', 'aku', 'udah', 'ga', 'heran', 'pihak', 'terus', 'muncul', 'duga', 'langgar', 'ham', 'prabowo', 'cuma', 'muncul', 'jelang', 'pilpres', 'aja']",-3,negative
Beranikah Prabowo bersumpah di depan Tuhan dan warga negara bahwa dia tak terlibat dalam pelanggaran HAM @DedeRukmana97  Pelanggaran HAM https://t.co/np57BmAKCN,beranikah prabowo bersumpah di depan tuhan dan warga negara bahwa dia tak terlibat dalam pelanggaran ham pelanggaran ham,"['beranikah', 'prabowo', 'bersumpah', 'di', 'depan', 'tuhan', 'dan', 'warga', 'negara', 'bahwa', 'dia', 'tak', 'terlibat', 'dalam', 'pelanggaran', 'ham', 'pelanggaran', 'ham']","['beranikah', 'prabowo', 'bersumpah', 'depan', 'tuhan', 'warga', 'negara', 'tak', 'terlibat', 'pelanggaran', 'ham', 'pelanggaran', 'ham']","['berani', 'prabowo', 'sumpah', 'depan', 'tuhan', 'warga', 'negara', 'tak', 'libat', 'langgar', 'ham', 'langgar', 'ham']",3,positive
Natalius Pigai: Prabowo Bersih dari Tuduhan Pelanggaran HAM https://t.co/W7lLLnuc8h,natalius pigai prabowo bersih dari tuduhan pelanggaran ham,"['natalius', 'pigai', 'prabowo', 'bersih', 'dari', 'tuduhan', 'pelanggaran', 'ham']","['natalius', 'pigai', 'prabowo', 'bersih', 'tuduhan', 'pelanggaran', 'ham']","['natalius', 'pigai', 'prabowo', 'bersih', 'tuduh', 'langgar', 'ham']",0,positive
Pemimpin seharusnya teladan  bukan pelanggar HAM seperti Prabowo @faizalassegaf  Menolak Lupa https://t.co/7N5c34Zb32,pemimpin seharusnya teladan bukan pelanggar ham seperti prabowo menolak lupa,"['pemimpin', 'seharusnya', 'teladan', 'bukan', 'pelanggar', 'ham', 'seperti', 'prabowo', 'menolak', 'lupa']","['pemimpin', 'teladan', 'bukan', 'pelanggar', 'ham', 'prabowo', 'menolak', 'lupa']","['pimpin', 'teladan', 'bukan', 'langgar', 'ham', 'prabowo', 'tolak', 'lupa']",-8,negative
dikira jd presiden cmn ttg jaminan hukum doang ya  pemilih prabowo ga paham dirinya pelaku HAM @alfredstfu  Gemoy Penculik tangkap prabowo https://t.co/FL3j5Xg2eK,dikira jd presiden cmn ttg jaminan hukum doang ya pemilih prabowo ga paham dirinya pelaku ham gemoy penculik tangkap prabowo,"['dikira', 'jd', 'presiden', 'cmn', 'ttg', 'jaminan', 'hukum', 'doang', 'ya', 'pemilih', 'prabowo', 'ga', 'paham', 'dirinya', 'pelaku', 'ham', 'gemoy', 'penculik', 'tangkap', 'prabowo']","['dikira', 'jd', 'presiden', 'cmn', 'ttg', 'jaminan', 'hukum', 'doang', 'pemilih', 'prabowo', 'ga', 'paham', 'dirinya', 'pelaku', 'ham', 'gemoy', 'penculik', 'tangkap', 'prabowo']","['kira', 'jd', 'presiden', 'cmn', 'ttg', 'jamin', 'hukum', 'doang', 'pilih', 'prabowo', 'ga', 'paham', 'diri', 'laku', 'ham', 'gemoy', 'culik', 'tangkap', 'prabowo']",-8,negative
duh debat kemaren prabowo pelaku HAM mau jaga HAM mana ngotak @Alfin_FR1  Gemoy Penculik tangkap prabowo https://t.co/5bbp8VCHYd,duh debat kemaren prabowo pelaku ham mau jaga ham mana ngotak gemoy penculik tangkap prabowo,"['duh', 'debat', 'kemaren', 'prabowo', 'pelaku', 'ham', 'mau', 'jaga', 'ham', 'mana', 'ngotak', 'gemoy', 'penculik', 'tangkap', 'prabowo']","['duh', 'debat', 'kemaren', 'prabowo', 'pelaku', 'ham', 'mau', 'jaga', 'ham', 'mana', 'ngotak', 'gemoy', 'penculik', 'tangkap', 'prabowo']","['duh', 'debat', 'kemaren', 'prabowo', 'laku', 'ham', 'mau', 'jaga', 'ham', 'mana', 'ngotak', 'gemoy', 'culik', 'tangkap', 'prabowo']",-1,negative
anjir nyerang pengadilan ham ke pak prabowo padahal dia sendiri di w😇😇,anjir nyerang pengadilan ham ke pak prabowo padahal dia sendiri di,"['anjir', 'nyerang', 'pengadilan', 'ham', 'ke', 'pak', 'prabowo', 'padahal', 'dia', 'sendiri', 'di']","['anjir', 'nyerang', 'pengadilan', 'ham', 'pak', 'prabowo', 'padahal', 'sendiri']","['anjir', 'nyerang', 'adil', 'ham', 'pak', 'prabowo', 'padahal', 'sendiri']",-4,negative
Prabowo harus bertanggung jawab pd keluarga korban @hanszanikov  Capres Pelanggar HAM https://t.co/EjtbsHH88R,prabowo harus bertanggung jawab pd keluarga korban capres pelanggar ham,"['prabowo', 'harus', 'bertanggung', 'jawab', 'pd', 'keluarga', 'korban', 'capres', 'pelanggar', 'ham']","['prabowo', 'bertanggung', 'jawab', 'pd', 'keluarga', 'korban', 'capres', 'pelanggar', 'ham']","['prabowo', 'tanggung', 'jawab', 'pd', 'keluarga', 'korban', 'capres', 'langgar', 'ham']",-7,negative
Masa lalu yang kelam seharusnya menjadi batasan bagi ambisi politik Prabowo. @ana877963220336  Pelanggar HAM https://t.co/6YK7J8S09k,masa lalu yang kelam seharusnya menjadi batasan bagi ambisi politik prabowo pelanggar ham,"['masa', 'lalu', 'yang', 'kelam', 'seharusnya', 'menjadi', 'batasan', 'bagi', 'ambisi', 'politik', 'prabowo', 'pelanggar', 'ham']","['masa', 'lalu', 'kelam', 'menjadi', 'batasan', 'ambisi', 'politik', 'prabowo', 'pelanggar', 'ham']","['masa', 'lalu', 'kelam', 'jadi', 'batas', 'ambisi', 'politik', 'prabowo', 'langgar', 'ham']",-2,negative
